airport_code,arrival_flight_count,arrival_delayed_over_15_count,median_arrival_delay_min,arrival_periods_active,departure_flight_count,departure_delayed_over_15_count,median_departure_delay_min,departure_periods_active,flight_count,delayed_over_15_count,arrival_delay_over_15_pct,departure_delay_over_15_pct,combined_delay_over_15_pct,periods_active,scope_id,scope_label,airport_name,city,country,latitude,longitude,executive_eligible
AFIL,0,0,,0,13,0,0.0,4,13,0,,0.0,0.0,4,all_flights,All scheduled flights,,,,,,False
BGBW,5,2,11.7333,2,5,0,-2.0,2,10,2,40.0,0.0,20.0,2,all_flights,All scheduled flights,Narsarsuaq Airport,Narsarsuaq,Greenland,61.1608,-45.4256,False
BGSF,97,17,4.6333,4,101,62,18.0,4,198,79,17.5258,61.3861,39.899,4,all_flights,All scheduled flights,Kangerlussuaq Airport,Kangerlussuaq,Greenland,67.0169,-50.6894,False
BGTL,4,1,10.6917,4,4,2,15.5,4,8,3,25.0,50.0,37.5,4,all_flights,All scheduled flights,Pituffik Space Base,Pituffik,Greenland,76.5311,-68.703,False
BIAR,4,4,45.8,2,2,1,21.5,2,6,5,100.0,50.0,83.3333,2,all_flights,All scheduled flights,Akureyri Airport,Akureyri,Iceland,65.6567,-18.0719,False
BIEG,1,1,28.5167,1,0,0,,0,1,1,100.0,,100.0,1,all_flights,All scheduled flights,Egilsstaðir Airport,Egilsstaðir,Iceland,65.2833,-14.4014,False
BIKF,5336,1342,7.75,4,5302,1344,7.0,4,10638,2686,25.1499,25.3489,25.2491,4,all_flights,All scheduled flights,Keflavik International Airport,Reykjavík,Iceland,63.985,-22.6056,True
BIRK,5,0,-32.9167,3,8,2,7.5,4,13,2,0.0,25.0,15.3846,4,all_flights,All scheduled flights,Reykjavík Domestic Airport,Reykjavík,Iceland,64.13,-21.9406,False
BKPR,2609,558,5.9667,4,2590,357,2.2583,4,5199,915,21.3875,13.7838,17.5995,4,all_flights,All scheduled flights,Priština Adem Jashari International Airport,Prishtina,Kosovo,42.5742,21.0358,True
CYEG,41,13,7.7333,4,50,43,26.5,4,91,56,31.7073,86.0,61.5385,4,all_flights,All scheduled flights,Edmonton International Airport,Edmonton,Canada,53.31,-113.5794,False
CYHM,174,24,1.9083,4,36,26,28.0,4,210,50,13.7931,72.2222,23.8095,4,all_flights,All scheduled flights,John C. Munro Hamilton International Airport,Hamilton,Canada,43.1736,-79.935,False
CYHZ,236,76,9.2833,3,380,246,22.5,4,616,322,32.2034,64.7368,52.2727,4,all_flights,All scheduled flights,Halifax / Stanfield International Airport,Halifax,Canada,44.8797,-63.5103,True
CYMX,9,2,3.2,2,56,25,10.0,3,65,27,22.2222,44.6429,41.5385,3,all_flights,All scheduled flights,Montreal International (Mirabel) Airport,Montréal,Canada,45.6797,-74.0386,False
CYOW,0,0,,0,1,1,18.0,1,1,1,,100.0,100.0,1,all_flights,All scheduled flights,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,45.3225,-75.6672,False
CYQB,65,22,8.1167,3,65,24,12.0,3,130,46,33.8462,36.9231,35.3846,3,all_flights,All scheduled flights,Quebec Jean Lesage International Airport,Quebec,Canada,46.7911,-71.3933,False
CYQM,0,0,,0,1,0,-73.9,1,1,0,,0.0,0.0,1,all_flights,All scheduled flights,Greater Moncton Roméo LeBlanc International Airport,Moncton,Canada,46.1161,-64.6786,False
CYQX,14,8,29.5417,2,3,3,72.0,2,17,11,57.1429,100.0,64.7059,2,all_flights,All scheduled flights,Gander International Airport / CFB Gander,Gander,Canada,48.9369,-54.5681,False
CYUL,3377,1308,11.2667,4,3379,3063,42.0,4,6756,4371,38.7326,90.6481,64.698,4,all_flights,All scheduled flights,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,45.4706,-73.7408,True
CYVR,875,349,11.3167,4,979,816,28.0,4,1854,1165,39.8857,83.3504,62.8371,4,all_flights,All scheduled flights,Vancouver International Airport,Vancouver,Canada,49.1947,-123.1839,True
CYWG,0,0,,0,1,1,114.0,1,1,1,,100.0,100.0,1,all_flights,All scheduled flights,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,49.91,-97.24,False
CYXY,6,4,18.0333,2,6,6,60.5,2,12,10,66.6667,100.0,83.3333,2,all_flights,All scheduled flights,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,60.7094,-135.0672,False
CYYC,570,190,9.1667,4,566,438,26.0,4,1136,628,33.3333,77.3852,55.2817,4,all_flights,All scheduled flights,Calgary International Airport,Calgary,Canada,51.1225,-114.0133,True
CYYT,26,6,-2.2583,4,26,21,38.5,4,52,27,23.0769,80.7692,51.9231,4,all_flights,All scheduled flights,St. John's International Airport,St. John's,Canada,47.6186,-52.7525,False
CYYZ,4869,1787,10.2833,4,4855,4152,34.0,4,9724,5939,36.7016,85.5201,61.0757,4,all_flights,All scheduled flights,Toronto Lester B. Pearson International Airport,Toronto,Canada,43.6761,-79.6306,True
DAAE,171,69,9.9667,3,169,27,4.0,4,340,96,40.3509,15.9763,28.2353,4,all_flights,All scheduled flights,Soummam–Abane Ramdane Airport,Béjaïa,Algeria,36.7119,5.0694,False
DAAG,4197,1546,9.95,4,4144,1091,8.0,4,8341,2637,36.8358,26.3272,31.6149,4,all_flights,All scheduled flights,Houari Boumediene Airport,Algiers,Algeria,36.6944,3.2169,True
DAAJ,3,0,8.6333,1,2,0,-6.3833,1,5,0,0.0,0.0,0.0,1,all_flights,All scheduled flights,Djanet Inedbirene Airport,Djanet,Algeria,24.2931,9.4519,False
DAAK,2,0,-36.3083,1,0,0,,0,2,0,0.0,,0.0,1,all_flights,All scheduled flights,,,,36.5458,2.8761,False
DAAS,107,43,12.3,3,106,10,2.825,3,213,53,40.1869,9.434,24.8826,3,all_flights,All scheduled flights,Ain Arnat Airport,Sétif,Algeria,36.1786,5.33,False
DAAT,0,0,,0,2,0,2.0,2,2,0,,0.0,0.0,2,all_flights,All scheduled flights,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,22.8111,5.4508,False
DABB,125,32,5.7167,4,122,18,6.0,3,247,50,25.6,14.7541,20.2429,4,all_flights,All scheduled flights,Annaba Rabah Bitat Airport,Annaba,Algeria,36.8222,7.8094,False
DABC,464,194,12.1083,4,448,76,7.0,4,912,270,41.8103,16.9643,29.6053,4,all_flights,All scheduled flights,Mohamed Boudiaf International Airport,Constantine,Algeria,36.2853,6.6192,True
DABT,16,3,7.25,1,16,1,3.0,1,32,4,18.75,6.25,12.5,1,all_flights,All scheduled flights,Batna Mostefa Ben Boulaid Airport,Batna,Algeria,35.7592,6.3225,False
DAOF,3,1,8.6,2,1,0,-7.0,1,4,1,33.3333,0.0,25.0,2,all_flights,All scheduled flights,Tindouf Airport,Tindouf,Algeria,27.6997,-8.1639,False
DAOI,10,4,11.7833,1,11,0,1.0,2,21,4,40.0,0.0,19.0476,2,all_flights,All scheduled flights,Chlef Aboubakr Belkaid International Airport,Chlef,Algeria,36.2169,1.34,False
DAON,75,34,13.2,3,76,9,3.5,3,151,43,45.3333,11.8421,28.4768,3,all_flights,All scheduled flights,Zenata – Messali El Hadj Airport,Zenata,Algeria,35.0153,-1.4508,False
DAOO,999,346,8.7,4,987,94,4.0,4,1986,440,34.6346,9.5238,22.1551,4,all_flights,All scheduled flights,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,Algeria,35.6272,-0.6114,True
DAUB,16,11,27.2583,1,16,6,13.2083,1,32,17,68.75,37.5,53.125,1,all_flights,All scheduled flights,Biskra - Mohamed Khider Airport,Biskra,Algeria,34.8017,5.7417,False
DAUE,0,0,,0,1,1,19.3833,1,1,1,,100.0,100.0,1,all_flights,All scheduled flights,El Golea Airport,El Menia,Algeria,30.5689,2.8647,False
DAUG,2,2,31.975,1,2,0,-1.5,1,4,2,100.0,0.0,50.0,1,all_flights,All scheduled flights,Noumérat - Moufdi Zakaria Airport,El Atteuf,Algeria,32.3817,3.7994,False
DAUH,18,3,2.0417,4,0,0,,0,18,3,16.6667,,16.6667,4,all_flights,All scheduled flights,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,Algeria,31.6739,6.1406,False
DAUO,6,5,19.7,1,8,1,-0.5,1,14,6,83.3333,12.5,42.8571,1,all_flights,All scheduled flights,Guemar Airport - مطار قمار بالوادي,Guemar,Algeria,33.5131,6.7825,False
DAUU,9,7,20.2,2,6,0,-9.5,1,15,7,77.7778,0.0,46.6667,2,all_flights,All scheduled flights,Ain Beida Airport,Ouargla,Algeria,31.9314,5.4136,False
DBBB,225,67,8.3833,4,186,64,8.6,4,411,131,29.7778,34.4086,31.8735,4,all_flights,All scheduled flights,Cadjehoun Airport,Cotonou,Benin,6.3564,2.3833,False
DFFD,284,88,8.875,4,247,94,9.9333,4,531,182,30.9859,38.0567,34.275,4,all_flights,All scheduled flights,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3536,-1.5119,True
DGAA,827,275,7.6667,4,840,279,7.9167,4,1667,554,33.2527,33.2143,33.2334,4,all_flights,All scheduled flights,Kotoka International Airport,Accra,Ghana,5.6044,-0.1675,True
DIAP,590,203,8.8833,4,639,295,13.0,4,1229,498,34.4068,46.1659,40.5207,4,all_flights,All scheduled flights,Félix-Houphouët-Boigny International Airport,Abidjan,Ivory Coast,5.2544,-3.9286,True
DNAA,333,88,6.7,4,329,130,11.15,4,662,218,26.4264,39.5137,32.9305,4,all_flights,All scheduled flights,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.005,7.265,True
DNMM,1160,336,6.6083,4,1082,383,8.6583,4,2242,719,28.9655,35.3974,32.0696,4,all_flights,All scheduled flights,Murtala Muhammed International Airport,Lagos,Nigeria,6.575,3.3217,True
DNPO,2,0,-10.9333,2,2,1,66.0833,2,4,1,0.0,50.0,25.0,2,all_flights,All scheduled flights,Port Harcourt International Airport,Port Harcourt,Nigeria,5.015,6.9467,False
DRRN,173,64,10.3167,4,162,58,8.2833,4,335,122,36.9942,35.8025,36.4179,4,all_flights,All scheduled flights,Diori Hamani International Airport,Niamey,Niger,13.4817,2.1703,False
DTKA,1,1,16.3,1,0,0,,0,1,1,100.0,,100.0,1,all_flights,All scheduled flights,Tabarka-Aïn Draham International Airport,Tabarka,Tunisia,36.98,8.8769,False
DTMB,786,270,9.6167,4,771,89,-2.0,4,1557,359,34.3511,11.5435,23.0572,4,all_flights,All scheduled flights,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,35.7581,10.7547,True
DTNH,267,42,1.6333,4,292,89,8.0,4,559,131,15.7303,30.4795,23.4347,4,all_flights,All scheduled flights,Enfidha - Hammamet International Airport,Enfidha,Tunisia,36.0758,10.4386,True
DTTA,5734,1776,8.4833,4,5759,944,5.0,4,11493,2720,30.9731,16.3917,23.6666,4,all_flights,All scheduled flights,Tunis Carthage International Airport,Tunis,Tunisia,36.8511,10.2269,True
DTTJ,1155,276,7.0833,4,1150,106,-3.0,4,2305,382,23.8961,9.2174,16.5727,4,all_flights,All scheduled flights,Djerba Zarzis International Airport,Mellita,Tunisia,33.8756,10.7772,True
DTTX,63,22,11.15,4,66,7,-0.5,4,129,29,34.9206,10.6061,22.4806,4,all_flights,All scheduled flights,Sfax Thyna International Airport,Sfax,Tunisia,34.7206,10.6886,False
DXXX,227,114,15.55,4,226,88,10.7167,4,453,202,50.2203,38.9381,44.5916,4,all_flights,All scheduled flights,Lomé–Tokoin International Airport,Lomé,Togo,6.1658,1.2542,False
EBAW,322,36,-1.875,4,325,40,3.0,4,647,76,11.1801,12.3077,11.7465,4,all_flights,All scheduled flights,Antwerp International Airport (Deurne),Antwerp,Belgium,51.189,4.46,True
EBBL,1,1,23.7833,1,0,0,,0,1,1,100.0,,100.0,1,all_flights,All scheduled flights,,,,51.1683,5.47,False
EBBR,26001,5836,5.0667,4,26059,3659,4.0,4,52060,9495,22.4453,14.0412,18.2386,4,all_flights,All scheduled flights,Brussels Airport,Zaventem,Belgium,50.9014,4.4844,True
EBCI,8711,1390,1.9667,4,8704,1408,3.7,4,17415,2798,15.9568,16.1765,16.0666,4,all_flights,All scheduled flights,Brussels South Charleroi Airport,Charleroi,Belgium,50.46,4.4528,True
EBKT,2,0,1.1833,1,2,0,1.0,1,4,0,0.0,0.0,0.0,1,all_flights,All scheduled flights,Flanders International Airport Kortrijk-Wevelgem,Wevelgem,Belgium,50.8186,3.2092,False
EBLG,4213,1197,3.35,4,4330,588,1.0,4,8543,1785,28.4121,13.5797,20.8943,4,all_flights,All scheduled flights,Liège Airport,Grâce-Hollogne,Belgium,50.6364,5.4428,True
EBMB,7,5,19.8667,4,6,2,-1.0,4,13,7,71.4286,33.3333,53.8462,4,all_flights,All scheduled flights,,,,50.9012,4.4842,False
EBOS,662,120,-0.0333,4,657,125,3.0,4,1319,245,18.1269,19.0259,18.5747,4,all_flights,All scheduled flights,Oostende-Brugge International Airport,Oostende,Belgium,51.1989,2.8622,True
EDAH,46,8,-0.2833,2,42,5,-1.7083,2,88,13,17.3913,11.9048,14.7727,2,all_flights,All scheduled flights,Heringsdorf Airport,Zirchow,Germany,53.8786,14.1522,False
EDBN,1,1,48.2667,1,0,0,,0,1,1,100.0,,100.0,1,all_flights,All scheduled flights,Neubrandenburg Trollenhagen Airport,Trollenhagen,Germany,53.6022,13.3061,False
EDDB,23763,5704,6.25,4,23625,8504,10.0,4,47388,14208,24.0037,35.9958,29.9823,4,all_flights,All scheduled flights,Berlin Brandenburg Airport,Berlin,Germany,52.3622,13.5006,True
EDDC,1438,196,1.3917,4,1438,250,5.0,4,2876,446,13.63,17.3853,15.5076,4,all_flights,All scheduled flights,Dresden Airport,Dresden,Germany,51.1344,13.7681,True
EDDE,43,4,-6.5833,4,47,6,-4.0,4,90,10,9.3023,12.766,11.1111,4,all_flights,All scheduled flights,Erfurt-Weimar Airport,Erfurt,Germany,50.9797,10.9581,False
EDDF,60655,8194,-4.1833,4,60525,20658,9.0,4,121180,28852,13.5092,34.1314,23.8092,4,all_flights,All scheduled flights,Frankfurt Airport,Frankfurt am Main,Germany,50.0333,8.5706,True
EDDG,1049,175,2.8167,4,1039,194,4.0,4,2088,369,16.6826,18.6718,17.6724,4,all_flights,All scheduled flights,Münster Osnabrück Airport,Greven,Germany,52.1347,7.6847,True
EDDH,14565,1638,-2.6667,4,14452,4011,6.0,4,29017,5649,11.2461,27.7539,19.4679,4,all_flights,All scheduled flights,Hamburg Helmut Schmidt Airport,Hamburg,Germany,53.6303,9.9883,True
EDDK,15558,3966,5.1333,4,15390,2301,1.0,4,30948,6267,25.4917,14.9513,20.2501,4,all_flights,All scheduled flights,Cologne Bonn Airport,Köln (Cologne),Germany,50.8658,7.1428,True
EDDL,20851,4113,4.0833,4,20833,6744,8.0,4,41684,10857,19.7257,32.3717,26.046,4,all_flights,All scheduled flights,Düsseldorf Airport,Düsseldorf,Germany,51.2808,6.7572,True
EDDM,43419,5717,-0.2667,4,43502,12353,7.0,4,86921,18070,13.167,28.3964,20.789,4,all_flights,All scheduled flights,Munich Airport,Munich,Germany,48.3539,11.7861,True
EDDN,3798,768,2.875,4,3807,642,4.0,4,7605,1410,20.2212,16.8637,18.5404,4,all_flights,All scheduled flights,Nuremberg Airport,Nuremberg,Germany,49.4986,11.0781,True
EDDP,11271,1355,-1.6667,4,11282,847,-4.0,4,22553,2202,12.022,7.5075,9.7637,4,all_flights,All scheduled flights,Leipzig/Halle Airport,Schkeuditz,Germany,51.4239,12.2364,True
EDDR,316,49,3.325,4,316,78,7.5,4,632,127,15.5063,24.6835,20.0949,4,all_flights,All scheduled flights,Saarbrücken Airport,Saarbrücken,Germany,49.2144,7.1094,True
EDDS,10054,1698,3.0083,4,10067,2016,5.0,4,20121,3714,16.8888,20.0258,18.4583,4,all_flights,All scheduled flights,Stuttgart Airport,Stuttgart,Germany,48.69,9.2219,True
EDDV,5201,998,3.9833,4,5105,780,4.4,4,10306,1778,19.1886,15.2791,17.2521,4,all_flights,All scheduled flights,Hannover Airport,Hannover,Germany,52.4603,9.6836,True
EDDW,2217,344,3.6333,4,2224,371,5.0,4,4441,715,15.5165,16.6817,16.1,4,all_flights,All scheduled flights,Bremen Airport,Bremen,Germany,53.0475,8.7867,True
EDFH,1861,456,4.4833,4,1862,361,5.0,4,3723,817,24.503,19.3878,21.9447,4,all_flights,All scheduled flights,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),Germany,49.9458,7.2611,True
EDFM,27,1,-7.5833,2,25,0,-2.0,2,52,1,3.7037,0.0,1.9231,2,all_flights,All scheduled flights,Mannheim-City Airport,Mannheim,Germany,49.4728,8.5142,False
EDHI,0,0,,0,2,0,1.0,1,2,0,,0.0,0.0,1,all_flights,All scheduled flights,Hamburg-Finkenwerder Airport,Hamburg,Germany,53.5339,9.8322,False
EDHL,365,54,-4.6167,4,369,62,2.0,4,734,116,14.7945,16.8022,15.8038,4,all_flights,All scheduled flights,Lübeck Blankensee Airport,Lübeck,Germany,53.8053,10.7192,True
EDJA,2060,463,5.525,4,2070,292,3.0,4,4130,755,22.4757,14.1063,18.2809,4,all_flights,All scheduled flights,Memmingen Allgau Airport,Memmingen,Germany,47.9889,10.2394,True
EDLN,1,0,10.4333,1,4,0,-4.5,2,5,0,0.0,0.0,0.0,2,all_flights,All scheduled flights,Mönchengladbach Airport,Mönchengladbach,Germany,51.2303,6.5044,False
EDLP,446,75,1.75,4,441,75,3.9833,4,887,150,16.8161,17.0068,16.9109,4,all_flights,All scheduled flights,Paderborn Lippstadt Airport,Büren,Germany,51.6142,8.6164,True
EDLV,1068,174,2.0333,4,1071,219,3.7,4,2139,393,16.2921,20.4482,18.3731,4,all_flights,All scheduled flights,Weeze Airport,Weeze,Germany,51.6025,6.1422,True
EDLW,2829,529,4.2667,4,2842,692,6.0,4,5671,1221,18.6992,24.349,21.5306,4,all_flights,All scheduled flights,Dortmund Airport,Dortmund,Germany,51.5183,7.6122,True
EDNY,401,47,3.0,4,404,40,0.0,4,805,87,11.7207,9.901,10.8075,4,all_flights,All scheduled flights,Friedrichshafen Airport,Friedrichshafen,Germany,47.6714,9.5114,True
EDQA,1,0,-2.7667,1,0,0,,0,1,0,0.0,,0.0,1,all_flights,All scheduled flights,,,,49.9206,10.9144,False
EDRY,1,0,11.95,1,1,0,9.0,1,2,0,0.0,0.0,0.0,1,all_flights,All scheduled flights,,,,49.302,8.452,False
EDSB,1468,180,0.225,4,1474,181,-0.5083,4,2942,361,12.2616,12.2795,12.2706,4,all_flights,All scheduled flights,Karlsruhe Baden-Baden Airport,Rheinmünster,Germany,48.7794,8.0806,True
EDVE,7,2,8.7333,1,7,0,-0.1833,1,14,2,28.5714,0.0,14.2857,1,all_flights,All scheduled flights,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,52.3194,10.5589,False
EDVK,139,28,3.6167,4,141,23,6.2667,4,280,51,20.1439,16.3121,18.2143,4,all_flights,All scheduled flights,Kassel Airport,Calden,Germany,51.4208,9.3922,False
EDXW,257,33,1.9,4,257,33,3.75,4,514,66,12.8405,12.8405,12.8405,4,all_flights,All scheduled flights,Westerland Sylt Airport,Sylt,Germany,54.9117,8.3425,True
EEEI,1,0,-18.0833,1,1,0,-2.0,1,2,0,0.0,0.0,0.0,1,all_flights,All scheduled flights,,,,59.262,24.219,False
EEKA,197,1,-6.1167,4,198,6,-3.0,4,395,7,0.5076,3.0303,1.7722,4,all_flights,All scheduled flights,Kärdla Airport,Kärdla,Estonia,58.9908,22.8308,False
EEKE,209,9,-0.2333,4,209,1,-11.0,4,418,10,4.3062,0.4785,2.3923,4,all_flights,All scheduled flights,Kuressaare Airport,Kuressaare,Estonia,58.23,22.5094,False
EEPU,10,0,-7.025,1,10,0,-8.0,1,20,0,0.0,0.0,0.0,1,all_flights,All scheduled flights,Pärnu Airport,Pärnu,Estonia,58.4189,24.4728,False
EETN,4725,344,-0.4333,4,4721,194,-3.0,4,9446,538,7.2804,4.1093,5.6955,4,all_flights,All scheduled flights,Lennart Meri Tallinn Airport,Tallinn,Estonia,59.4133,24.8325,True
EETU,44,0,-4.6,3,44,0,-6.5,3,88,0,0.0,0.0,0.0,3,all_flights,All scheduled flights,Tartu Airport,Reola,Estonia,58.3075,26.6869,False
EFET,4,1,5.8667,1,4,0,-5.5,1,8,1,25.0,0.0,12.5,1,all_flights,All scheduled flights,Enontekio Airport,Enontekio,Finland,68.3644,23.4275,False
EFHK,20956,2591,1.6,4,20942,2691,4.0,4,41898,5282,12.364,12.8498,12.6068,4,all_flights,All scheduled flights,Helsinki Vantaa Airport,Helsinki (Vantaa),Finland,60.3172,24.9633,True
EFIV,301,39,3.7667,4,301,5,-1.0,4,602,44,12.9568,1.6611,7.309,4,all_flights,All scheduled flights,Ivalo Airport,Ivalo,Finland,68.6108,27.4139,True
EFJO,156,6,-1.0333,3,156,0,-10.0,3,312,6,3.8462,0.0,1.9231,3,all_flights,All scheduled flights,Joensuu Airport,Joensuu,Finland,62.6589,29.6244,False
EFJY,120,5,1.2167,3,120,1,-6.5,3,240,6,4.1667,0.8333,2.5,3,all_flights,All scheduled flights,Jyväskylä Airport,Jyväskylän Maalaiskunta,Finland,62.4008,25.6728,False
EFKE,192,5,-7.0833,3,194,0,-7.5,3,386,5,2.6042,0.0,1.2953,3,all_flights,All scheduled flights,Kemi-Tornio Airport,Kemi / Tornio,Finland,65.7792,24.5847,False
EFKI,161,15,5.1667,3,163,0,-1.0,3,324,15,9.3168,0.0,4.6296,3,all_flights,All scheduled flights,Kajaani Airport,Kajaani,Finland,64.2842,27.6875,False
EFKK,345,14,-3.5667,4,345,0,-7.2167,4,690,14,4.058,0.0,2.029,4,all_flights,All scheduled flights,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,Finland,63.7203,23.1392,True
EFKS,254,19,1.6083,4,254,4,1.0,4,508,23,7.4803,1.5748,4.5276,4,all_flights,All scheduled flights,Kuusamo Airport,Kuusamo,Finland,65.9903,29.2319,True
EFKT,480,56,5.175,4,479,6,0.0,4,959,62,11.6667,1.2526,6.4651,4,all_flights,All scheduled flights,Kittilä Airport,Kittilä,Finland,67.6986,24.8481,True
EFKU,429,33,1.5167,4,431,5,-2.0,4,860,38,7.6923,1.1601,4.4186,4,all_flights,All scheduled flights,Kuopio Airport,Kuopio / Siilinjärvi,Finland,63.0086,27.7944,True
EFLP,65,14,3.9,4,66,10,5.5,4,131,24,21.5385,15.1515,18.3206,4,all_flights,All scheduled flights,Lappeenranta Airport,Lappeenranta,Finland,61.0458,28.1486,False
EFMA,251,4,-8.4,4,252,1,-9.0,4,503,5,1.5936,0.3968,0.994,4,all_flights,All scheduled flights,Mariehamn Airport,Mariehamn,Åland Islands,60.1219,19.8964,True
EFOU,954,77,1.7167,4,954,10,-3.0,4,1908,87,8.0713,1.0482,4.5597,4,all_flights,All scheduled flights,Oulu Airport,Oulu / Oulunsalo,Finland,64.9292,25.3556,True
EFPO,234,6,1.5,4,234,0,-12.0,4,468,6,2.5641,0.0,1.2821,4,all_flights,All scheduled flights,Pori Airport,Pori,Finland,61.4614,21.7978,False
EFRO,869,119,4.0,4,871,38,-1.0,4,1740,157,13.6939,4.3628,9.023,4,all_flights,All scheduled flights,Rovaniemi Airport,Rovaniemi,Finland,66.5617,25.8308,True
EFSA,98,7,-2.2,4,99,0,-3.3,4,197,7,7.1429,0.0,3.5533,4,all_flights,All scheduled flights,Savonlinna Airport,Savonlinna,Finland,61.9428,28.945,False
EFTP,432,43,2.3917,4,423,16,-2.0,4,855,59,9.9537,3.7825,6.9006,4,all_flights,All scheduled flights,Tampere-Pirkkala Airport,Tampere / Pirkkala,Finland,61.4153,23.5878,True
EFTU,420,50,1.0667,4,420,8,-5.0,4,840,58,11.9048,1.9048,6.9048,4,all_flights,All scheduled flights,Turku Airport,Turku,Finland,60.5147,22.2617,True
EFVA,292,13,-2.875,4,292,3,-1.0,4,584,16,4.4521,1.0274,2.7397,4,all_flights,All scheduled flights,Vaasa Airport,Vaasa,Finland,63.0453,21.7642,True
EGAA,6297,526,-1.4667,4,6199,336,-2.0,4,12496,862,8.3532,5.4202,6.8982,4,all_flights,All scheduled flights,Belfast International Airport,Belfast,United Kingdom,54.6575,-6.2158,True
EGAC,4163,323,-0.85,4,4163,196,-1.0,4,8326,519,7.7588,4.7081,6.2335,4,all_flights,All scheduled flights,George Best Belfast City Airport,Belfast,United Kingdom,54.6181,-5.8725,True
EGAE,558,21,-5.5833,4,555,28,0.0,4,1113,49,3.7634,5.045,4.4025,4,all_flights,All scheduled flights,City of Derry Airport,Derry,United Kingdom,55.0428,-7.1619,True
EGBB,12187,2039,2.0167,4,12170,1414,1.0,4,24357,3453,16.7309,11.6187,14.1766,4,all_flights,All scheduled flights,Birmingham Airport,"Birmingham, West Midlands",United Kingdom,52.4539,-1.7481,True
EGBP,1,1,33.95,1,0,0,,0,1,1,100.0,,100.0,1,all_flights,All scheduled flights,Cotswold Airport,"Cirencester, Gloucestershire",United Kingdom,51.6681,-2.0569,False
EGCC,25585,6450,6.0333,4,25543,4665,5.0,4,51128,11115,25.2101,18.2633,21.7396,4,all_flights,All scheduled flights,Manchester Airport,"Manchester, Greater Manchester",United Kingdom,53.3539,-2.275,True
EGCN,806,166,4.35,3,811,134,2.6167,3,1617,300,20.5955,16.5228,18.5529,3,all_flights,All scheduled flights,,,,53.4753,-1.0042,True
EGEC,179,13,0.0,4,174,11,-4.0,4,353,24,7.2626,6.3218,6.7989,4,all_flights,All scheduled flights,Campbeltown Airport,Campbeltown,United Kingdom,55.4375,-5.6881,False
EGFF,1034,157,1.3083,4,1030,114,2.5,4,2064,271,15.1838,11.068,13.1298,4,all_flights,All scheduled flights,Cardiff International Airport,Cardiff,United Kingdom,51.3967,-3.3433,True
EGGD,9563,1901,3.65,4,9566,1235,3.0,4,19129,3136,19.8787,12.9103,16.394,4,all_flights,All scheduled flights,Bristol Airport,Bristol,United Kingdom,51.3828,-2.7192,True
EGGP,4498,478,-0.1333,4,4490,395,-2.0,4,8988,873,10.6269,8.7973,9.713,4,all_flights,All scheduled flights,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.3336,-2.8497,True
EGGW,15156,2904,2.0167,4,15152,2635,5.0,4,30308,5539,19.1607,17.3904,18.2757,4,all_flights,All scheduled flights,London Luton Airport,"Luton, Bedfordshire",United Kingdom,51.8747,-0.3683,True
EGHF,0,0,,0,1,0,8.0,1,1,0,,0.0,0.0,1,all_flights,All scheduled flights,,,,50.8156,-1.2067,False
EGHH,782,111,1.275,4,779,104,2.0,4,1561,215,14.1944,13.3504,13.7732,4,all_flights,All scheduled flights,Bournemouth Airport,Bournemouth,United Kingdom,50.78,-1.8425,True
EGHI,2655,315,1.3833,4,2652,147,-2.0,4,5307,462,11.8644,5.543,8.7055,4,all_flights,All scheduled flights,Southampton Airport,Southampton,United Kingdom,50.9503,-1.3567,True
EGHQ,680,42,-3.8083,4,681,70,0.0,4,1361,112,6.1765,10.279,8.2292,4,all_flights,All scheduled flights,Cornwall Airport Newquay,Newquay,United Kingdom,50.441,-4.995,True
EGJA,727,12,-6.8167,4,723,5,-13.0,4,1450,17,1.6506,0.6916,1.1724,4,all_flights,All scheduled flights,Alderney Airport,Saint Anne,Guernsey,49.7067,-2.2144,True
EGJB,2729,90,-2.8167,4,2728,66,-5.0,4,5457,156,3.2979,2.4194,2.8587,4,all_flights,All scheduled flights,Guernsey Airport,Saint Peter Port,Guernsey,49.435,-2.6028,True
EGJJ,2894,231,-0.2917,4,2895,163,0.0,4,5789,394,7.982,5.6304,6.806,4,all_flights,All scheduled flights,Jersey Airport,St. Peter,Jersey,49.2081,-2.1956,True
