operator_code,flight_count,periods_active,route_count,delayed_over_15_count,median_arrival_delay_min,median_scheduled_duration_min,delay_over_15_pct,scope_id,scope_label,operator_name,operator_country,executive_eligible
AAL,11397,4,111,2654,4.0833,494.8167,23.2868,all_flights,All scheduled flights,AMERICAN AIRLINES INC.,UNITED STATES,True
AAR,963,4,25,582,20.5333,667.4167,60.4361,all_flights,All scheduled flights,ASIANA AIRLINES,REPUBLIC OF KOREA,True
AAW,413,4,10,188,13.2333,174.05,45.5206,all_flights,All scheduled flights,AFRICAN AIRLINES CORPORATION,LIBYA,False
ABB,666,4,44,194,4.5167,522.3417,29.1291,all_flights,All scheduled flights,AIR BELGIUM SA,BELGIUM,True
ABD,756,4,136,259,9.375,474.675,34.2593,all_flights,All scheduled flights,AIR ATLANTA ICELANDIC,ICELAND,True
ABG,54,1,25,35,21.2917,399.6833,64.8148,all_flights,All scheduled flights,"ROYAL FLIGHT AIRLINES, CJSC",RUSSIAN FEDERATION,False
ABV,139,4,2,2,-6.2,69.3833,1.4388,all_flights,All scheduled flights,ASL AIRLINES UK,UNITED KINGDOM,False
ABY,2105,4,27,632,7.3,243.5167,30.0238,all_flights,All scheduled flights,AIR ARABIA,UNITED ARAB EMIRATES,True
ACA,7938,4,119,5324,27.5167,451.5833,67.0698,all_flights,All scheduled flights,AIR CANADA,CANADA,True
ACP,206,4,37,79,10.1333,401.2,38.3495,all_flights,All scheduled flights,ASTRAL AVIATION LIMITED,KENYA,False
ACY,255,3,14,65,5.15,203.3167,25.4902,all_flights,All scheduled flights,ARMENIAN NATIONAL AIRLINES CJSC,ARMENIA,False
ADY,323,3,14,57,-0.4333,244.95,17.6471,all_flights,All scheduled flights,AIR ARABIA ABU DHABI,UNITED ARAB EMIRATES,False
AEA,21250,4,146,3010,2.7,74.7833,14.1647,all_flights,All scheduled flights,AIR EUROPA,SPAIN,True
AEE,25407,4,322,2899,0.7833,94.35,11.4102,all_flights,All scheduled flights,AEGEAN AIRLINES,GREECE,True
AFG,131,4,18,46,5.5667,270.5667,35.1145,all_flights,All scheduled flights,ARIANA AFGHAN AIRLINES,AFGHANISTAN,False
AFL,4803,4,77,733,-2.85,235.3333,15.2613,all_flights,All scheduled flights,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,True
AFR,92257,4,610,25863,6.9833,88.9833,28.0336,all_flights,All scheduled flights,AIR FRANCE,FRANCE,True
AHY,6233,4,104,748,2.1667,137.4,12.0006,all_flights,All scheduled flights,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,True
AIA,487,2,18,85,4.95,56.7,17.4538,all_flights,All scheduled flights,AMELIA,FRANCE,False
AIC,3062,4,53,1296,11.8667,561.925,42.3253,all_flights,All scheduled flights,AIR INDIA LIMITED,INDIA,True
AIZ,1300,4,75,276,3.6333,96.6167,21.2308,all_flights,All scheduled flights,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,True
ALK,472,4,16,213,12.6667,644.2083,45.1271,all_flights,All scheduled flights,SRILANKAN AIRLINES,SRI LANKA,False
AMC,3425,4,44,713,4.4833,144.7833,20.8175,all_flights,All scheduled flights,AIR MALTA PLC.,MALTA,True
AMW,297,4,21,78,6.0833,169.8667,26.2626,all_flights,All scheduled flights,ARMENIA AIRWAYS AIR COMPANY,ARMENIA,False
AMX,1441,4,12,765,16.6333,630.8,53.0881,all_flights,All scheduled flights,"AEROVIAS DE MEXICO, S.A. DE C.V.",MEXICO,True
ANA,748,4,16,272,8.9917,816.6417,36.3636,all_flights,All scheduled flights,"ALL NIPPON AIRWAYS CO., LTD.",JAPAN,True
ANE,22061,4,277,2119,0.7667,60.5833,9.6052,all_flights,All scheduled flights,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,True
APF,2135,4,66,56,-5.9167,61.1333,2.623,all_flights,All scheduled flights,AMAPOLA FLYG AB,SWEDEN,True
ARG,316,4,11,23,0.55,748.7833,7.2785,all_flights,All scheduled flights,AEROLINEAS ARGENTINAS,ARGENTINA,False
ASL,10152,4,156,1708,1.7333,92.4417,16.8243,all_flights,All scheduled flights,AIR SERBIA,SERBIA,True
ATG,192,4,2,1,-10.725,73.0,0.5208,all_flights,All scheduled flights,AEROTRANSCARGO,REPUBLIC OF MOLDOVA,False
ATN,27,4,8,5,1.1167,443.75,18.5185,all_flights,All scheduled flights,"AIR TRANSPORT INTERNATIONAL (LITTLE ROCK, AR)",UNITED STATES,False
AUA,32606,4,259,5725,5.0,84.05,17.5581,all_flights,All scheduled flights,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,True
AUL,597,4,10,122,3.5667,99.0667,20.4355,all_flights,All scheduled flights,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,True
AUR,4078,4,47,175,-5.5667,42.8833,4.2913,all_flights,All scheduled flights,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,True
AVA,1336,4,10,405,7.325,577.3667,30.3144,all_flights,All scheduled flights,AEROVIAS DEL CONTINENTE AMERICANO S.A.,COLOMBIA,True
AWC,339,4,8,11,0.4167,44.3667,3.2448,all_flights,All scheduled flights,TITAN AIRWAYS LTD,UNITED KINGDOM,False
AZD,130,4,2,1,-17.05,91.0417,0.7692,all_flights,All scheduled flights,ZIMEX AVIATION AUSTRIA,AUSTRIA,False
AZG,1924,4,106,698,8.975,321.35,36.2786,all_flights,All scheduled flights,SILK WAY WEST AIRLINES,AZERBAIJAN,True
AZQ,123,4,19,55,13.1667,126.7167,44.7154,all_flights,All scheduled flights,SILK WAY AIRLINES,AZERBAIJAN,False
AZU,499,4,6,234,13.7167,573.4667,46.8938,all_flights,All scheduled flights,AZUL LINHAS AEREAS BRASILEIRAS S/A,BRAZIL,False
AZV,602,4,101,155,4.825,304.5583,25.7475,all_flights,All scheduled flights,AZUR AIR,RUSSIAN FEDERATION,True
BAE,296,4,16,44,4.2833,44.9,14.8649,all_flights,All scheduled flights,BAE SYSTEMS (CORPORATE AIR TRAVEL) LTD,UNITED KINGDOM,False
BAV,129,4,10,33,4.3833,723.2167,25.5814,all_flights,All scheduled flights,BAMBOO AIRWAYS,VIET NAM,False
BAW,62073,4,505,23762,10.9167,139.2833,38.2807,all_flights,All scheduled flights,BRITISH AIRWAYS,UNITED KINGDOM,True
BBC,296,4,13,141,13.2583,618.8833,47.6351,all_flights,All scheduled flights,BANGLADESH BIMAN,BANGLADESH,False
BBD,1588,4,91,190,-2.5333,111.1583,11.9647,all_flights,All scheduled flights,BLUEBIRD NORDIC LTD,ICELAND,True
BBG,191,1,15,23,1.4833,183.8333,12.0419,all_flights,All scheduled flights,BLUE BIRD AIRWAYS,GREECE,False
BCS,25326,4,503,2193,-2.95,90.3583,8.6591,all_flights,All scheduled flights,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,True
BCY,54,4,36,1,-0.9583,80.0917,1.8519,all_flights,All scheduled flights,CITYJET,IRELAND,False
BDR,164,4,2,32,4.3083,244.45,19.5122,all_flights,All scheduled flights,BADR AIRLINES,SUDAN,False
BEL,17643,4,187,2429,1.25,99.35,13.7675,all_flights,All scheduled flights,BRUSSELS AIRLINES,BELGIUM,True
BGH,43,2,24,6,1.2167,201.3,13.9535,all_flights,All scheduled flights,BH AIR,BULGARIA,False
BLA,2575,3,182,476,4.45,148.45,18.4854,all_flights,All scheduled flights,BLUE AIR AVIATION S.A.,ROMANIA,True
BNL,374,4,4,73,3.7333,101.7917,19.5187,all_flights,All scheduled flights,BERNIQ AIRWAYS,LIBYA,False
BOX,3612,4,70,568,-0.2167,503.9333,15.7254,all_flights,All scheduled flights,"AEROLOGIC GMBH, LEIPZIG",GERMANY,True
BPS,486,4,4,6,-2.9583,42.6,1.2346,all_flights,All scheduled flights,BUDAPEST AIRCRAFT SERVICE LTD,HUNGARY,False
BRQ,167,4,3,65,10.3833,184.0667,38.9222,all_flights,All scheduled flights,EL-BURAQ AIR TRANSPORT INC.,LIBYA,False
BRU,1624,4,22,175,-1.5917,255.5167,10.7759,all_flights,All scheduled flights,BELAVIA,BELARUS,True
BRX,7457,4,75,119,-1.75,67.25,1.5958,all_flights,All scheduled flights,BRAATHENS REGIONAL AIRWAYS AB,SWEDEN,True
BTI,11975,4,205,1452,2.9167,113.2333,12.1253,all_flights,All scheduled flights,AIR BALTIC CORPORATION JSC,LATVIA,True
CAI,2505,4,156,776,7.3,210.3167,30.978,all_flights,All scheduled flights,TURISTIK HAVA TASIMACILIK A.S.,TURKEY,True
CAL,799,4,17,380,13.9667,779.9333,47.5594,all_flights,All scheduled flights,CHINA AIRLINES,CHINA,True
CAO,535,4,12,117,-0.2333,635.7,21.8692,all_flights,All scheduled flights,"AIR CHINA CARGO CO., LTD",CHINA,True
CBJ,42,3,6,24,20.0833,737.925,57.1429,all_flights,All scheduled flights,"BEIJING CAPITAL AIRLINES CO., LTD",CHINA,False
CCA,1717,4,54,444,5.1667,607.0833,25.8591,all_flights,All scheduled flights,AIR CHINA,CHINA,True
CCM,6882,4,79,710,-0.8,58.1,10.3168,all_flights,All scheduled flights,AIR CORSICA,FRANCE,True
CES,870,4,25,318,8.85,689.8167,36.5517,all_flights,All scheduled flights,CHINA EASTERN AIRLINES,CHINA,True
CFE,10487,4,148,1810,3.2333,76.2167,17.2595,all_flights,All scheduled flights,BA CITYFLYER LTD,UNITED KINGDOM,True
CFG,12391,4,521,3832,7.9833,203.8,30.9257,all_flights,All scheduled flights,"CONDOR FLUGDIENST GMBH, FRANKFURT (MAIN)",GERMANY,True
CHG,335,4,41,90,4.9,423.8333,26.8657,all_flights,All scheduled flights,CHALLENGE AIRLINES (BE) S.A.,BELGIUM,False
CHH,177,4,17,38,3.6667,605.2333,21.4689,all_flights,All scheduled flights,"HAINAN AIRLINES HOLDING CO., LTD.",CHINA,False
CJT,468,4,27,158,7.2,431.975,33.7607,all_flights,All scheduled flights,CARGOJET AIRWAYS LTD,CANADA,False
CKK,469,4,7,90,0.5833,651.3,19.1898,all_flights,All scheduled flights,CHINA CARGO AIRLINES LTD,CHINA,False
CKS,80,4,7,39,14.0917,772.9583,48.75,all_flights,All scheduled flights,"KALITTA AIR, LLC (YPSILANTI, MI)",UNITED STATES,False
CLG,1591,4,24,75,-2.7833,67.8167,4.714,all_flights,All scheduled flights,CHALAIR AVIATION,FRANCE,True
CLX,3821,4,126,1311,8.2833,467.1833,34.3104,all_flights,All scheduled flights,CARGOLUX AIRLINES INTERNATIONAL S.A.,LUXEMBOURG,True
CND,66,4,2,13,2.95,307.6917,19.697,all_flights,All scheduled flights,CORENDON DUTCH AIRLINES B.V.,NETHERLANDS,False
CPA,1115,4,34,615,17.3167,718.9667,55.157,all_flights,All scheduled flights,CATHAY PACIFIC AIRWAYS LTD.,CHINA,True
CPN,44,2,6,14,8.5667,156.3083,31.8182,all_flights,All scheduled flights,CASPIAN AIRLINES,IRAN (ISLAMIC REPUBLIC OF),False
CRL,1575,4,55,713,12.9,501.5833,45.2698,all_flights,All scheduled flights,CORSAIR,FRANCE,True
CSA,306,4,18,73,3.4,102.6083,23.8562,all_flights,All scheduled flights,CZECH AIRLINES J.S.C.,CZECHIA,False
CSC,268,4,18,40,-2.7917,573.0333,14.9254,all_flights,All scheduled flights,SI CHUAN AIRLINES,CHINA,False
CSG,59,1,2,7,0.9667,708.9667,11.8644,all_flights,All scheduled flights,CHINA SOUTHERN AIRLINES CARGO,CHINA,False
CSH,35,2,2,13,14.3667,667.8,37.1429,all_flights,All scheduled flights,SHANGHAI AIRLINES,CHINA,False
CSN,1093,4,27,446,10.65,677.4667,40.8051,all_flights,All scheduled flights,CHINA SOUTHERN AIRLINES,CHINA,True
CTN,7857,4,109,957,0.7333,76.25,12.1802,all_flights,All scheduled flights,CROATIA AIRLINES,CROATIA,True
CUB,30,4,3,16,18.225,538.9167,53.3333,all_flights,All scheduled flights,CUBANA DE AVIACION S.A.,CUBA,False
CXA,37,4,3,25,29.9167,693.8167,67.5676,all_flights,All scheduled flights,XIAMEN AIRLINES,CHINA,False
CXI,1604,4,138,244,1.1583,253.85,15.212,all_flights,All scheduled flights,CORENDON AIRLINES EUROPE,MALTA,True
CYP,904,4,52,99,1.9583,90.025,10.9513,all_flights,All scheduled flights,CYPRUS AIRWAYS,CYPRUS,True
DAH,6809,4,205,2419,9.65,127.15,35.5265,all_flights,All scheduled flights,AIR ALGERIE,ALGERIA,True
DAL,14177,4,137,5289,9.4167,492.8,37.3069,all_flights,All scheduled flights,"DELTA AIR LINES, INC.",UNITED STATES,True
DHA,75,1,20,3,-9.4,82.2,4.0,all_flights,All scheduled flights,DHL AIR AUSTRIA,AUSTRIA,False
DHK,2885,4,75,396,2.0167,107.7833,13.7262,all_flights,All scheduled flights,DHL AIR LIMITED,UNITED KINGDOM,True
DHX,297,4,20,51,0.4,221.0167,17.1717,all_flights,All scheduled flights,DHL AVIATION EEMEA B.S.C.(C),BAHRAIN,False
DIR,123,2,14,9,-2.45,117.0667,7.3171,all_flights,All scheduled flights,AERRO DIREKT,ROMANIA,False
DJT,47,1,4,11,3.7,455.65,23.4043,all_flights,All scheduled flights,DREAMJET,FRANCE,False
DKH,38,4,5,9,5.95,539.25,23.6842,all_flights,All scheduled flights,"JUNEYAO AIRLINES CO., LTD",CHINA,False
DLA,7160,4,52,1190,1.2583,71.9333,16.6201,all_flights,All scheduled flights,AIR DOLOMITI,ITALY,True
DLH,123716,4,762,16555,0.55,93.15,13.3815,all_flights,All scheduled flights,"DEUTSCHE LUFTHANSA, AG, KOELN",GERMANY,True
DTA,404,4,7,162,11.775,432.8917,40.099,all_flights,All scheduled flights,"TAAG, LINHAS AEREAS DE ANGOLA (ANGOLA AIRLINES)",ANGOLA,False
DTH,135,3,10,64,14.8,121.4833,47.4074,all_flights,All scheduled flights,TASSILI AIRLINES,ALGERIA,False
EAI,2451,2,51,154,-1.8,62.3167,6.2831,all_flights,All scheduled flights,EMERALD AIRLINES (IRELAND) LIMITED,IRELAND,False
